date,currency,rate_to_krw,rate_source,label
2024-07-10,JPY100,857.36,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-10,USD,1383.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-11,JPY100,857.53,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-11,USD,1385.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-12,JPY100,865.95,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-12,USD,1380.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-15,JPY100,869.34,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-15,USD,1376.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-16,JPY100,874.09,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-16,USD,1381.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-17,JPY100,875.47,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-17,USD,1386,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-18,JPY100,886.17,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-18,USD,1381.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-19,JPY100,877.44,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-19,USD,1379.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-22,JPY100,881.81,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-22,USD,1386.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-23,JPY100,884.09,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-23,USD,1388.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-24,JPY100,889.45,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-24,USD,1385.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-25,JPY100,901.32,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-25,USD,1385.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-26,JPY100,901.92,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-26,USD,1385.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-29,JPY100,899.11,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-29,USD,1385.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-30,JPY100,898.45,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-30,USD,1382,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-07-31,JPY100,905.44,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-07-31,USD,1384.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-01,JPY100,918.66,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-01,USD,1380.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-02,JPY100,915.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-02,USD,1365.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-05,JPY100,938.67,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-05,USD,1372.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-06,JPY100,937.18,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-06,USD,1360.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-07,JPY100,949.49,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-07,USD,1372.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-08,JPY100,940.13,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-08,USD,1376.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-09,JPY100,934.32,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-09,USD,1377.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-12,JPY100,931.09,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-12,USD,1369.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-13,JPY100,929.08,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-13,USD,1367.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-14,JPY100,933.38,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-14,USD,1370.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-16,JPY100,912.44,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-16,USD,1361.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-19,JPY100,919.89,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-19,USD,1360.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-20,JPY100,911.84,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-20,USD,1337.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-21,JPY100,917.07,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-21,USD,1332,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-22,JPY100,919.63,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-22,USD,1332.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-23,JPY100,914.34,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-23,USD,1335.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-26,JPY100,933.05,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-26,USD,1340.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-27,JPY100,917.75,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-27,USD,1323.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-28,JPY100,925.21,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-28,USD,1330.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-29,JPY100,925.17,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-29,USD,1334.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-08-30,JPY100,921.75,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-08-30,USD,1335.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-02,JPY100,910.69,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-02,USD,1334.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-03,JPY100,911.12,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-03,USD,1338.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-04,JPY100,923.43,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-04,USD,1341,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-05,JPY100,934.22,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-05,USD,1342,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-06,JPY100,931.81,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-06,USD,1335.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-09,JPY100,935.29,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-09,USD,1330.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-10,JPY100,935.83,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-10,USD,1339.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-11,JPY100,943.87,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-11,USD,1344.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-12,JPY100,940.59,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-12,USD,1340.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-13,JPY100,945.74,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-13,USD,1339.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-19,JPY100,934.46,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-19,USD,1331,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-20,JPY100,932.93,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-20,USD,1331.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-23,JPY100,923.93,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-23,USD,1329.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-24,JPY100,930.24,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-24,USD,1335.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-25,JPY100,932.52,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-25,USD,1334.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-26,JPY100,918.01,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-26,USD,1328.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-27,JPY100,917.29,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-27,USD,1329.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-09-30,JPY100,924.51,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-09-30,USD,1319.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-02,JPY100,910.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-02,USD,1306.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-04,JPY100,899.47,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-04,USD,1320.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-07,JPY100,894.65,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-07,USD,1333.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-08,JPY100,910.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-08,USD,1346.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-10,JPY100,903.08,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-10,USD,1347.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-11,JPY100,907.74,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-11,USD,1349.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-14,JPY100,903.31,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-14,USD,1348.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-15,JPY100,904.62,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-15,USD,1354.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-16,JPY100,911.22,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-16,USD,1360.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-17,JPY100,911.29,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-17,USD,1363.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-18,JPY100,909.64,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-18,USD,1366.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-21,JPY100,916.91,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-21,USD,1371.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-22,JPY100,909.08,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-22,USD,1370.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-23,JPY100,913.55,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-23,USD,1380.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-24,JPY100,904.86,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-24,USD,1382,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-25,JPY100,910.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-25,USD,1380.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-28,JPY100,905.75,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-28,USD,1384.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-29,JPY100,904.67,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-29,USD,1387,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-30,JPY100,902.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-30,USD,1383.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-10-31,JPY100,902.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-10-31,USD,1383.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-01,JPY100,908.24,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-01,USD,1379.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-04,JPY100,904.19,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-04,USD,1377.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-05,JPY100,901.31,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-05,USD,1371.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-06,JPY100,907.76,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-06,USD,1377.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-07,JPY100,901.29,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-07,USD,1391.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-08,JPY100,914.21,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-08,USD,1399.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-11,JPY100,906.17,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-11,USD,1385.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-12,JPY100,907.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-12,USD,1395.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-13,JPY100,906.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-13,USD,1401.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-14,JPY100,905.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-14,USD,1407.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-15,JPY100,899.61,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-15,USD,1406.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-18,JPY100,906.93,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-18,USD,1402.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-19,JPY100,901.39,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-19,USD,1392.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-20,JPY100,900.56,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-20,USD,1392,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-21,JPY100,895.87,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-21,USD,1391.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-22,JPY100,906,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-22,USD,1398.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-25,JPY100,907.62,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-25,USD,1400.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-26,JPY100,908.13,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-26,USD,1398.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-27,JPY100,915.01,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-27,USD,1401.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-28,JPY100,925.31,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-28,USD,1396.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-11-29,JPY100,920.87,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-11-29,USD,1394.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-02,JPY100,931.46,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-02,USD,1395.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-03,JPY100,937.51,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-03,USD,1402,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-04,JPY100,937.69,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-04,USD,1403.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-05,JPY100,938.15,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-05,USD,1413,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-06,JPY100,942.48,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-06,USD,1414.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-09,JPY100,947.06,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-09,USD,1419.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-10,JPY100,947.35,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-10,USD,1433.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-11,JPY100,940.07,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-11,USD,1428.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-12,JPY100,939.12,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-12,USD,1431.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-13,JPY100,938.04,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-13,USD,1431.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-16,JPY100,933.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-16,USD,1432.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-17,JPY100,930.51,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-17,USD,1434.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-18,JPY100,935.74,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-18,USD,1436.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-19,JPY100,928.92,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-19,USD,1436.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-20,JPY100,920.21,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-20,USD,1449.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-23,JPY100,926.86,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-23,USD,1450.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-24,JPY100,922.45,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-24,USD,1449.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-26,JPY100,924.56,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-26,USD,1453.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-27,JPY100,927,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-27,USD,1462.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-30,JPY100,934.31,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-30,USD,1474.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2024-12-31,JPY100,936.48,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2024-12-31,USD,1470,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-02,JPY100,934.67,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-02,USD,1470,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-03,JPY100,932.19,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-03,USD,1468.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-06,JPY100,931.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-06,USD,1466.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-07,JPY100,932.48,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-07,USD,1470.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-08,JPY100,920,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-08,USD,1455.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-09,JPY100,917.51,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-09,USD,1453.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-10,JPY100,922.42,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-10,USD,1458.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-13,JPY100,925.69,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-13,USD,1460.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-14,JPY100,934.81,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-14,USD,1471.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-15,JPY100,926.43,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-15,USD,1463.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-16,JPY100,933.69,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-16,USD,1460.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-17,JPY100,937.25,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
