source_system,product_no,product_code,product_name,display,selling,price_krw,retail_price_krw,supply_price_krw,made_date,created_date,updated_date
cafe24,100,P00000DW,[5월 감사의 달 SALE] 터프 브로우리프트 펌  ♥UP TO ~55% ♥,F,F,38900,45000,4320,,2023-04-20,2023-04-28
cafe24,97,P00000DT,김소담 X ENTROPYMAKEUP,F,F,23200,29000,0,,2023-04-11,2023-04-27
cafe24,96,P00000DS,래쉬 부스터 세럼 001 블랙,F,F,28100,29000,3100,,2023-04-04,2024-12-18
cafe24,95,P00000DR,조윤재 X ENTROPYMAKEUP,F,F,12800,16000,0,,2023-03-21,2023-11-02
cafe24,94,P00000DQ,래쉬 부스터 세럼 002 브라운,F,F,28100,29000,3100,,2023-03-16,2024-12-18
cafe24,93,P00000DP,박설아 X ENTROPYMAKEUP,F,F,23200,29000,0,,2023-03-09,2023-11-02
cafe24,71,P00000CT,조현경 x 엔트로피메이크업,F,F,17000,34000,34000,,2022-11-30,2023-03-13
cafe24,69,P00000CR,[2+1EVENT]<br>필 오프 네일 10종,F,F,17000,0,17000,,2022-10-17,2023-11-14
cafe24,67,P00000CP,김승상x엔트로피메이크업,F,F,23200,74000,74000,,2022-10-14,2023-03-09
cafe24,66,P00000CO,"카카오 플친 추가시, 필오프 네일 100원 이벤트 !!",F,F,100,0,0,,2022-10-06,2023-02-06
cafe24,65,P00000CN,필오프네일 - 레트로 키치 4종,F,F,68000,0,9868,,2022-08-18,2024-05-13
cafe24,64,P00000CM,필오프네일 블랙페퍼,F,F,17000,0,17000,,2022-08-16,2024-11-22
cafe24,63,P00000CL,필오프네일 화이트 단델리온,F,F,17000,0,2493,,2022-08-16,2024-11-22
cafe24,62,P00000CK,필오프네일 블루진,F,F,17000,0,2384,,2022-08-16,2024-11-22
cafe24,61,P00000CJ,필오프네일 말차라떼,F,F,17000,0,2378,,2022-08-16,2024-11-22
cafe24,60,P00000CI,필 오프 네일 브릭 오렌지,F,F,17000,0,2735,,2022-08-16,2024-11-22
cafe24,59,P00000CH,필 오프 네일 머스타드,F,F,17000,0,2372,,2022-08-16,2024-11-22
cafe24,58,P00000CG,코코 렌즈 베이지,T,F,30000,0,0,,2022-08-09,2025-02-21
cafe24,57,P00000CF,코코 렌즈 브라운,T,F,30000,0,0,,2022-08-09,2025-02-21
cafe24,56,P00000CE,코코 렌즈 그레이,T,F,30000,0,0,,2022-08-09,2025-02-21
cafe24,48,P00000BW,구소정x엔트로피메이크업,F,F,12800,90000,90000,,2022-07-04,2023-03-09
cafe24,41,P00000BP,터프 브로우픽서,F,F,16000,0,2489,,2022-06-28,2023-11-23
cafe24,36,P00000BK,필오프네일 - 클래식 모노 4종,F,F,68000,0,9765,,2022-04-25,2024-05-13
cafe24,35,P00000BJ,[Up to16%]펌+세럼 세트 프로모션,F,F,66600,74000,74000,,2022-04-25,2022-10-26
cafe24,34,P00000BI,구소정X엔트로피메이크업,F,F,23200,74000,74000,,2022-03-25,2022-10-26
cafe24,33,P00000BH,필오프네일 소이 라떼,F,F,17000,17000,2420,,2022-03-17,2024-11-22
cafe24,32,P00000BG,필오프네일 롱 블랙,F,F,17000,0,2372,,2022-03-17,2024-11-22
cafe24,31,P00000BF,필오프네일 화이트 베일,F,F,17000,0,2517,,2022-03-17,2024-11-22
cafe24,30,P00000BE,필 오프 네일 달마시안,F,F,17000,0,2456,,2022-03-17,2024-11-22
cafe24,29,P00000BD,[RENEWAL/7/10 예약발송] 엔트로피 브로우 블리치,T,T,32400,36000,4000,,2022-02-03,2026-06-10
cafe24,28,P00000BC,ENTP HOLIDAY 2021,F,F,74000,0,45000,,2021-11-30,2022-10-26
cafe24,27,P00000BB,[1차완판기념0원구매이벤트],F,F,0,0,45000,,2021-11-10,2022-10-26
cafe24,26,P00000BA,브로우 앤 래쉬 부스터 세럼,F,F,28100,29000,2981,,2021-08-25,2024-12-18
cafe24,23,P000000X,TOUGH BROW LIFT PERM 3BOX,F,F,135000,0,6000,,2021-06-29,2022-10-26
cafe24,14,P000000O,[🎁피니셔 증정🎁] 엔트로피 터프 브로우리프트 펌,T,T,38250,45000,4320,,2021-06-09,2026-05-19
